sep=;
# Parametros: {"detection_method": "atr_dynamic", "consol_min_bars": 8, "consol_max_bars": 50, "consol_max_range_pct": 2, "consol_atr_ratio": 0.6, "consol_body_ratio": 0.5, "consol_max_outside_bars": 3, "lookforward_bars": 100, "max_price_range_pct": 6, "entry_mode": "breakout_close", "position_mode": "concurrent", "swing_bars": 5, "sl_mode": "swing_previous", "atr_dyn_period": 200, "atr_dyn_ma_period": 20, "atr_dyn_multiplier": 1.3, "atr_dyn_max_breakout": 5, "atr_dyn_merge_overlap": true, "use_atr_band": false, "atr_band_period": 200, "atr_band_multiplier": 1, "atr_band_ma_period": 20, "use_reentry": true, "max_reentry_bars": 3, "use_ttm_prefilter": true, "ttm_atr_length": 25, "ttm_kc_multiplier": 1.8, "ttm_min_squeeze_bars": 5, "use_bbwp_scoring": true, "bbwp_lookback": 252, "bbwp_squeeze_threshold": 20, "use_inside_pct_filter": false, "min_inside_pct": 70, "min_score_filter": 40}
# Fecha: 2026-02-06T14:05:40.835913
zona_num;fecha_entrada;fecha_cierre;precio_min;precio_max;rango_pct;direccion;precio_breakout;modo_entrada;precio_entrada;offset_barras;resultado;pnl_r;equity_r;r_multiple;alcanzo_2r;alcanzo_3r;barras_cierre;velas_en_zona;duracion_horas;score
345;2025-09-17 21:55;2025-09-19 05:00;116342,05165;116811,33795000002;0,4;UP;116914,1;Close Breakout;116914,1;0;LOSS;-1;180,0;17,3;Si;Si;374;22;1,8;61.0
346;2025-09-18 08:30;2025-09-18 08:45;116917,14125;117443,8543;0,45;UP;117480,5;Close Breakout;117480,5;0;LOSS;-1;179,0;17,67;Si;Si;4;71;5,8;65.0
347;2025-09-18 14:30;2025-09-19 07:45;117394,459;117842;0,38;DOWN;117255;Close Breakout;117255;0;WIN;2;181,0;97,7;Si;Si;208;38;3,1;61.0
348;2025-09-18 17:50;2025-09-18 20:00;117125,14959999998;117432,06594999999;0,26;DOWN;117067,1;Close Breakout;117067,1;0;LOSS;-1;180,0;163,7;Si;Si;27;22;1,8;61.0
349;2025-09-19 04:45;2025-09-19 09:45;116600,44499999999;117039,8;0,38;DOWN;116585,3;Close Breakout;116585,3;0;WIN;2;182,0;156,88;Si;Si;61;50;4,1;61.0
350;2025-09-21 11:15;2025-09-21 12:50;115414;115914,3851;0,43;DOWN;115336;Close Breakout;115336;0;LOSS;-1;181,0;253,42;Si;Si;20;418;34,8;59.0
351;2025-09-25 12:00;2025-09-25 12:45;110813,2;112093,5;1,15;DOWN;110779,2;Close Breakout;110779,2;0;WIN;2;183,0;60,13;Si;Si;10;134;11,1;47.0
352;2025-09-28 03:50;2025-09-28 04:05;109149,60945000002;109741,51430000001;0,54;UP;109475,7;Close Breakout;109475,7;0;LOSS;-1;182,0;160,02;Si;Si;4;710;59,1;52.0
353;2025-09-29 02:55;2025-09-29 08:35;111512,97945;111811,2834;0,27;UP;111820,2;Close Breakout;111820,2;0;WIN;2;184,0;43,03;Si;Si;69;30;2,4;55.0
354;2025-09-30 03:15;2025-09-30 04:45;113593,6;114078,35884999998;0,43;DOWN;113574,8;Close Breakout;113574,8;0;WIN;2;186,0;144,63;Si;Si;19;37;3;57.0
355;2025-09-30 13:45;2025-09-30 14:45;112736,9;113461,5;0,64;UP;113504,8;Close Breakout;113504,8;0;WIN;2;188,0;32,97;Si;Si;13;99;8,2;55.0
356;2025-10-01 03:25;2025-10-01 07:00;114190;114698,52195000001;0,44;UP;115043,1;Close Breakout;115043,1;0;WIN;2;190,0;12,83;Si;Si;44;38;3,1;60.0
357;2025-10-01 17:00;2025-10-01 19:00;117170,08405;117587,79919999996;0,36;UP;117682,9;Close Breakout;117682,9;0;WIN;2;192,0;14,55;Si;Si;25;21;1,7;62.0
358;2025-10-02 07:20;2025-10-02 10:00;118465,67169999999;118860,4551;0,33;UP;119015,5;Close Breakout;119015,5;0;LOSS;-1;191,0;13,42;Si;Si;33;28;2,2;72.0
359;2025-10-03 03:55;2025-10-03 10:30;119450,7;119952,51214999998;0,42;UP;119979;Close Breakout;119979;0;WIN;2;193,0;7,53;Si;Si;80;29;2,3;60.0
360;2025-10-04 08:00;2025-10-04 10:00;121858,85609999999;122144,77604999999;0,23;UP;122189,2;Close Breakout;122189,2;0;LOSS;-1;192,0;13,49;Si;Si;25;27;2,2;62.0
361;2025-10-04 14:30;2025-10-04 21:25;121539,04495000001;121826,7;0,24;UP;121827,8;Close Breakout;121827,8;0;WIN;2;194,0;12,18;Si;Si;84;24;1,9;69.0
362;2025-10-04 16:10;2025-10-04 21:30;121794,22305000002;122027,70695;0,19;UP;122100;Close Breakout;122100;0;WIN;2;196,0;6,46;Si;Si;65;20;1,6;62.0
363;2025-10-04 21:25;2025-10-04 21:35;122082,6;122400;0,26;UP;122824,7;Close Breakout;122824,7;0;WIN;2;198,0;4,48;Si;Si;3;45;3,7;61.0
364;2025-10-05 17:20;2025-10-06 08:05;122450,1;123068,3;0,5;UP;123190,8;Close Breakout;123190,8;0;WIN;2;200,0;4,0;Si;Si;178;36;2,9;59.0
365;2025-10-05 23:55;2025-10-06 01:35;123601,90504999999;124108,66745000001;0,41;DOWN;123550;Close Breakout;123550;0;LOSS;-1;199,0;155,65;Si;Si;21;27;2,2;57.0
366;2025-10-06 11:55;2025-10-06 16:20;124763,49005;125266,74995;0,4;UP;125410,6;Close Breakout;125410,6;0;LOSS;-1;198,0;1,12;No;No;54;20;1,6;62.0
367;2025-10-07 08:40;2025-10-07 11:20;124051,51775000001;124820,3;0,62;DOWN;123734,2;Close Breakout;123734,2;0;WIN;2;200,0;46,27;Si;Si;33;111;9,2;59.0
368;2025-10-12 15:00;2025-10-13 22:00;113529,5;114452,67880000001;0,81;UP;114591;Close Breakout;114591;0;LOSS;-1;199,0;1,62;No;No;373;38;3,1;58.0
369;2025-10-13 20:05;2025-10-13 23:45;114634,17565000002;115642,10154999999;0,88;DOWN;114581,3;Close Breakout;114581,3;0;WIN;2;201,0;69,3;Si;Si;45;193;16;57.0
370;2025-10-14 00:30;2025-10-14 05:10;112797,8;113683,10849999999;0,78;DOWN;112701,8;Close Breakout;112701,8;0;WIN;2;203,0;56,8;Si;Si;57;32;2,6;61.0
371;2025-10-14 04:40;2025-10-14 05:30;111475,60565;112028,64185;0,49;DOWN;111446;Close Breakout;111446;0;WIN;2;205,0;79,84;Si;Si;11;22;1,8;51.0
372;2025-10-17 01:35;2025-10-17 05:20;107569,93155;109091,76155;1,4;DOWN;107320,2;Close Breakout;107320,2;0;WIN;2;207,0;25,24;Si;Si;46;108;8,9;48.0
373;2025-10-19 01:30;2025-10-19 03:15;106714,53520000003;107139,6414;0,4;DOWN;106669,6;Close Breakout;106669,6;0;LOSS;-1;206,0;99,79;Si;Si;22;59;4,8;60.0
374;2025-10-19 16:30;2025-10-19 17:05;108554,33845;109370,4816;0,75;DOWN;108595,9;Close Breakout;108595,9;0;LOSS;-1;205,0;136,7;Si;Si;8;54;4,4;40.0
375;2025-10-20 19:00;2025-10-20 20:55;110409,96255000001;111692,3;1,15;DOWN;110361,5;Close Breakout;110361,5;0;WIN;2;207,0;107,57;Si;Si;24;173;14,3;53.0
376;2025-10-20 20:45;2025-10-20 23:00;110018,48530000001;110546,6725;0,48;DOWN;109981,3;Close Breakout;109981,3;0;WIN;2;209,0;95,11;Si;Si;28;23;1,8;55.0
377;2025-10-20 22:55;2025-10-20 23:55;109202,7245;109723,41075;0,48;DOWN;109023,1;Close Breakout;109023,1;0;WIN;2;211,0;70,89;Si;Si;13;23;1,8;61.0
378;2025-10-21 05:35;2025-10-21 07:20;107438,02350000001;107940,5946;0,47;UP;107942;Close Breakout;107942;0;WIN;2;213,0;16,46;Si;Si;22;31;2,5;60.0
379;2025-10-21 15:10;2025-10-21 17:30;111430,41635000001;112270,7827;0,75;DOWN;111257,9;Close Breakout;111257,9;0;WIN;2;215,0;56,15;Si;Si;29;28;2,2;58.0
380;2025-10-22 16:00;2025-10-22 20:10;107441,6;108218,67939999998;0,72;DOWN;107247,6;Close Breakout;107247,6;0;LOSS;-1;214,0;41,93;Si;Si;51;22;1,8;58.0
381;2025-10-23 08:25;2025-10-23 09:15;108180,97380000002;109697,46465;1,39;UP;109103,5;Close Breakout;109103,5;0;LOSS;-1;213,0;19,48;Si;Si;11;123;10,2;49.0
382;2025-10-23 12:30;2025-10-23 15:55;109564,67104999999;110241,5;0,62;UP;110320;Close Breakout;110320;0;LOSS;-1;212,0;8,41;Si;Si;42;29;2,3;52.0
383;2025-10-23 23:20;2025-10-24 07:30;110162,12135000002;110715,23029999998;0,5;UP;110757,3;Close Breakout;110757,3;0;WIN;2;214,0;10,75;Si;Si;99;23;1,8;65.0
384;2025-10-26 04:20;2025-10-26 08:40;110782,4;111844,8;0,95;UP;112310,5;Close Breakout;112310,5;0;WIN;2;216,0;4,89;Si;Si;53;570;47,4;54.0
385;2025-10-26 17:00;2025-10-28 15:10;112921,8;113707,23409999999;0,69;UP;114743,9;Close Breakout;114743,9;0;LOSS;-1;215,0;0,84;No;No;555;40;3,2;57.0
386;2025-10-27 15:20;2025-10-28 09:10;114676,25785;115756,6;0,94;DOWN;114650;Close Breakout;114650;0;LOSS;-1;214,0;49,49;Si;Si;215;198;16,4;55.0
387;2025-10-28 08:05;2025-10-28 14:15;113555,6;114668,39515000001;0,98;UP;114777,4;Close Breakout;114777,4;0;LOSS;-1;213,0;1,82;No;No;75;122;10,1;53.0
388;2025-10-29 09:15;2025-10-29 13:35;112495,95625;113566,9;0,95;DOWN;112415,3;Close Breakout;112415,3;0;WIN;2;215,0;44,41;Si;Si;53;193;16;54.0
389;2025-10-29 17:55;2025-10-29 23:20;111066,3;111777,22439999999;0,64;DOWN;110967,2;Close Breakout;110967,2;0;WIN;2;217,0;63,39;Si;Si;66;28;2,2;58.0
390;2025-10-29 23:05;2025-10-29 23:25;110444,01735000001;111078,30555;0,57;DOWN;110270,9;Close Breakout;110270,9;0;WIN;2;219,0;84,17;Si;Si;5;23;1,8;58.0
391;2025-10-30 07:05;2025-10-30 08:35;109624,9045;110460,32575;0,76;DOWN;109392,9;Close Breakout;109392,9;0;WIN;2;221,0;64,67;Si;Si;19;36;2,9;58.0
392;2025-10-30 18:45;2025-10-30 20:10;107271,40609999998;108041,8;0,72;UP;108203,4;Close Breakout;108203,4;0;WIN;2;223,0;3,52;Si;Si;18;36;2,9;58.0
393;2025-11-02 18:50;2025-11-02 20:00;109169,1;110465;1,18;UP;110588,8;Close Breakout;110588,8;0;LOSS;-1;222,0;0,11;No;No;15;800;66,6;51.0
394;2025-11-04 00:15;2025-11-04 03:10;106416,8;108035,24325000001;1,51;DOWN;106119,1;Close Breakout;106119,1;0;WIN;2;224,0;40,71;Si;Si;36;282;23,4;49.0
395;2025-11-05 07:15;2025-11-05 11:50;100021,51235000002;102139,07370000001;2,09;UP;102146,3;Close Breakout;102146,3;0;WIN;2;226,0;5,88;Si;Si;56;200;16,6;44.0
396;2025-11-06 09:30;2025-11-06 11:40;102562,2;104054,3;1,44;DOWN;102560,7;Close Breakout;102560,7;0;WIN;2;228,0;43,14;Si;Si;27;196;16,2;48.0
397;2025-11-07 04:50;2025-11-07 12:20;100820,9;102217,74235;1,38;DOWN;100800,1;Close Breakout;100800,1;0;LOSS;-1;227,0;33,56;Si;Si;91;124;10,2;48.0
398;2025-11-08 19:10;2025-11-09 08:25;102062,15255000001;102953,39825;0,87;DOWN;102009,2;Close Breakout;102009,2;0;LOSS;-1;226,0;97,77;Si;Si;160;363;30,2;55.0
399;2025-11-09 04:45;2025-11-09 06:10;101764,67595;102072,79875000002;0,3;DOWN;101750;Close Breakout;101750;0;LOSS;-1;225,0;120,67;Si;Si;18;22;1,8;67.0
400;2025-11-09 13:45;2025-11-09 19:35;103402,00094999999;103798,99914999999;0,38;UP;104266,7;Close Breakout;104266,7;0;WIN;2;227,0;4,03;Si;Si;71;21;1,7;60.0
401;2025-11-11 00:10;2025-11-12 11:00;105455,1;106942,9;1,4;DOWN;105316,5;Close Breakout;105316,5;0;WIN;2;229,0;26,02;Si;Si;419;264;21,9;49.0
402;2025-11-11 07:20;2025-11-11 08:25;104932,42845;105485,34185;0,53;DOWN;104923,1;Close Breakout;104923,1;0;WIN;2;231,0;108,68;Si;Si;14;25;2;63.0
403;2025-11-11 10:25;2025-11-12 04:10;103844;104655,77914999999;0,78;DOWN;103669,7;Close Breakout;103669,7;0;LOSS;-1;230,0;45,86;Si;Si;214;32;2,6;59.0
404;2025-11-12 03:25;2025-11-12 10:35;102984,3992;103667,07775000001;0,66;UP;103811,3;Close Breakout;103811,3;0;LOSS;-1;229,0;1,88;No;No;87;66;5,4;61.0
405;2025-11-12 09:45;2025-11-12 11:10;104477,1;105200;0,69;DOWN;103875,3;Close Breakout;103875,3;0;WIN;2;231,0;34,57;Si;Si;18;51;4,2;58.0
406;2025-11-13 00:30;2025-11-13 02:15;101692,69059999999;102303,52939999998;0,6;UP;102315,7;Close Breakout;102315,7;0;WIN;2;233,0;2,33;Si;No;22;20;1,6;54.0
407;2025-11-13 08:25;2025-11-13 09:50;102650,35425000002;103228,86279999999;0,56;DOWN;102506,2;Close Breakout;102506,2;0;LOSS;-1;232,0;58,48;Si;Si;18;42;3,4;58.0
408;2025-11-13 17:05;2025-11-13 23:30;98006,05115000001;98851,7;0,86;UP;98980,1;Close Breakout;98980,1;0;LOSS;-1;231,0;1,46;No;No;78;28;2,2;51.0
409;2025-11-13 23:30;2025-11-16 17:00;98734,4;99846,4044;1,12;DOWN;97670,3;Close Breakout;97670,3;0;WIN;2;233,0;16,93;Si;Si;787;39;3,2;52.0
410;2025-11-14 12:40;2025-11-14 15:40;96323,4;97592,25365;1,31;DOWN;96311,3;Close Breakout;96311,3;0;WIN;2;235,0;33,97;Si;Si;37;122;10,1;49.0
411;2025-11-17 08:25;2025-11-17 09:35;94772,85235000002;96689,56585000001;2,0;DOWN;94548;Close Breakout;94548;0;LOSS;-1;234,0;25,52;Si;Si;15;724;60,2;41.0
412;2025-11-17 21:55;2025-11-18 07:40;91129,6;92437,08444999998;1,42;DOWN;90827,1;Close Breakout;90827,1;0;LOSS;-1;233,0;35,44;Si;Si;118;60;4,9;50.0
413;2025-11-18 03:00;2025-11-18 11:20;89327,5;90511,62939999999;1,32;UP;90695;Close Breakout;90695;0;WIN;2;235,0;5,17;Si;Si;101;32;2,6;52.0
414;2025-11-18 10:15;2025-11-19 00:05;91036,6;92258,5;1,33;UP;92369,4;Close Breakout;92369,4;0;LOSS;-1;234,0;3,73;Si;Si;167;29;2,3;54.0
415;2025-11-18 22:35;2025-11-19 11:15;91959,03994999999;93061,4;1,19;DOWN;91830,1;Close Breakout;91830,1;0;WIN;2;236,0;30,87;Si;Si;153;84;6,9;52.0
416;2025-11-19 10:30;2025-11-19 19:25;91043,9;91984,7;1,03;DOWN;90668,3;Close Breakout;90668,3;0;LOSS;-1;235,0;25,77;Si;Si;108;45;3,7;56.0
417;2025-11-20 01:30;2025-11-20 09:10;92346,12125000001;93016,24420000002;0,72;DOWN;92245,4;Close Breakout;92245,4;0;WIN;2;237,0;35,77;Si;Si;93;21;1,7;58.0
418;2025-11-20 09:00;2025-11-20 11:45;91454,00344999999;92072,87005;0,67;DOWN;91014,3;Close Breakout;91014,3;0;WIN;2;239,0;20,95;Si;Si;34;49;4;63.0
419;2025-11-20 21:40;2025-11-21 02:30;86268,6;87564,33544999998;1,49;DOWN;85857;Close Breakout;85857;0;WIN;2;241,0;16,2;Si;Si;59;28;2,2;49.0
420;2025-11-23 07:10;2025-11-24 04:25;85928,1;86431,09765;0,58;UP;86573,3;Close Breakout;86573,3;0;LOSS;-1;240,0;14,74;Si;Si;256;36;2,9;58.0
421;2025-11-23 23:15;2025-11-24 00:25;87143,68274999999;88082,9;1,07;DOWN;86730,2;Close Breakout;86730,2;0;LOSS;-1;239,0;26,11;Si;Si;15;108;8,9;55.0
422;2025-11-24 04:05;2025-11-24 11:40;86651,43334999999;87280;0,72;DOWN;86521,8;Close Breakout;86521,8;0;LOSS;-1;238,0;33,68;Si;Si;92;37;3;57.0
423;2025-11-24 11:00;2025-11-26 12:40;85613,4;86675,1;1,23;UP;87050,1;Close Breakout;87050,1;0;WIN;2;240,0;9,13;Si;Si;597;64;5,2;55.0
424;2025-11-25 02:45;2025-11-25 04:25;87582,3;88358,2151;0,88;DOWN;87578,6;Close Breakout;87578,6;0;WIN;2;242,0;61,3;Si;Si;21;34;2,8;50.0
425;2025-11-26 04:05;2025-11-26 12:10;87263,32515000002;88102,88274999999;0,96;DOWN;87257,5;Close Breakout;87257,5;0;LOSS;-1;241,0;39,9;Si;Si;98;259;21,5;55.0
426;2025-11-26 16:25;2025-11-26 21:30;89582,0237;90051,84629999999;0,52;UP;90222,5;Close Breakout;90222,5;0;WIN;2;243,0;12,43;Si;Si;62;25;2;60.0
427;2025-11-26 20:55;2025-11-30 19:00;90010,1379;90706,4;0,77;UP;91093;Close Breakout;91093;0;LOSS;-1;242,0;6,43;Si;Si;1130;54;4,4;57.0
428;2025-11-27 07:50;2025-11-27 13:35;91055,7;91639,85335;0,64;DOWN;90932,6;Close Breakout;90932,6;0;LOSS;-1;241,0;43,98;Si;Si;70;29;2,3;60.0
429;2025-12-02 05:40;2025-12-02 09:25;86242;86984,55585;0,86;UP;87027,1;Close Breakout;87027,1;0;WIN;2;243,0;14,11;Si;Si;46;319;26,5;58.0
430;2025-12-02 08:50;2025-12-02 09:45;87030,3;87557,03025;0,6;UP;87661,5;Close Breakout;87661,5;0;WIN;2;245,0;15,73;Si;Si;12;30;2,4;59.0
431;2025-12-02 18:35;2025-12-02 20:30;91421,2085;92250,07045000001;0,9;DOWN;91395,1;Close Breakout;91395,1;0;LOSS;-1;244,0;55,77;Si;Si;24;65;5,3;42.0
432;2025-12-05 08:20;2025-12-05 09:40;91019,2899;91400,55265;0,42;DOWN;90921,6;Close Breakout;90921,6;0;WIN;2;246,0;65,78;Si;Si;17;24;1,9;61.0
433;2025-12-07 08:20;2025-12-07 10:55;89067,04885;89739,3;0,75;DOWN;88870,1;Close Breakout;88870,1;0;LOSS;-1;245,0;42,3;Si;Si;32;338;28,1;56.0
434;2025-12-09 15:15;2025-12-10 15:10;93574,4622;94065,8778;0,52;DOWN;93281,4;Close Breakout;93281,4;0;LOSS;-1;244,0;36,17;Si;Si;288;20;1,6;60.0
435;2025-12-10 19:30;2025-12-10 21:05;91484,6;93128,8;1,78;DOWN;91452,6;Close Breakout;91452,6;0;WIN;2;246,0;52,21;Si;Si;20;310;25,8;45.0
436;2025-12-11 13:40;2025-12-12 10:55;89440;90638;1,33;UP;91121,5;Close Breakout;91121,5;0;LOSS;-1;245,0;5,33;Si;Si;256;64;5,2;52.0
437;2025-12-13 07:25;2025-12-14 06:00;90301,38780000001;90569,2;0,3;DOWN;90285,9;Close Breakout;90285,9;0;WIN;2;247,0;100,03;Si;Si;272;40;3,2;61.0
438;2025-12-14 01:20;2025-12-14 06:00;90032,49584999999;90301,14395000001;0,3;DOWN;90082,3;Close Breakout;90082,3;0;WIN;2;249,0;141,09;Si;Si;57;149;12,3;61.0
439;2025-12-14 18:10;2025-12-14 19:30;88101,1;88713,17050000001;0,69;DOWN;88011;Close Breakout;88011;0;LOSS;-1;248,0;49,4;Si;Si;17;34;2,8;57.0
440;2025-12-15 09:45;2025-12-15 11:35;89016,4;89845;0,93;DOWN;88669,7;Close Breakout;88669,7;0;WIN;2;250,0;26,95;Si;Si;23;37;3;55.0
441;2025-12-16 01:05;2025-12-17 09:50;85366,5;86166,7;0,93;UP;86232;Close Breakout;86232;0;WIN;2;252,0;11,62;Si;Si;394;38;3,1;55.0
442;2025-12-16 05:35;2025-12-16 09:00;86080,09994999999;86514,20985000001;0,5;UP;86714,1;Close Breakout;86714,1;0;LOSS;-1;251,0;19,42;Si;Si;42;23;1,8;64.0
443;2025-12-18 22:00;2025-12-19 02:10;84944,40709999998;85858,6;1,07;UP;86160,4;Close Breakout;86160,4;0;WIN;2;253,0;10,76;Si;Si;51;70;5,8;53.0
444;2025-12-19 12:25;2025-12-21 04:35;87725,77285;88816;1,24;DOWN;87579,1;Close Breakout;87579,1;0;LOSS;-1;252,0;21,69;Si;Si;483;67;5,5;55.0
445;2025-12-19 14:15;2025-12-21 04:30;86828,22665;87449,3938;0,71;UP;87521,1;Close Breakout;87521,1;0;WIN;2;254,0;16,45;Si;Si;460;21;1,7;61.0
446;2025-12-20 20:30;2025-12-21 03:40;88228,74495;88381,72260000001;0,17;DOWN;88154,6;Close Breakout;88154,6;0;LOSS;-1;253,0;118,07;Si;Si;87;26;2,1;62.0
447;2025-12-21 17:50;2025-12-21 19:10;87804,08140000001;88396,41055;0,67;UP;88428,6;Close Breakout;88428,6;0;WIN;2;255,0;24,5;Si;Si;17;198;16,4;46.0
448;2025-12-22 03:15;2025-12-22 07:30;88630,5665;89213,7;0,66;UP;89449,9;Close Breakout;89449,9;0;WIN;2;257,0;18,32;Si;Si;52;55;4,5;57.0
449;2025-12-22 14:00;2025-12-23 01:15;89063,8267;89538,715;0,53;DOWN;88734;Close Breakout;88734;0;WIN;2;259,0;38,11;Si;Si;136;25;2;60.0
450;2025-12-22 23:55;2025-12-23 09:55;87928,50279999999;88860,48735000001;1,05;DOWN;87881,4;Close Breakout;87881,4;0;WIN;2;261,0;53,86;Si;Si;121;54;4,4;53.0
451;2025-12-25 10:25;2025-12-25 17:45;87161,27715000001;87938,985;0,89;UP;88033,8;Close Breakout;88033,8;0;LOSS;-1;260,0;18,74;Si;Si;89;610;50,8;55.0
452;2025-12-25 15:20;2025-12-25 17:45;88011,1;88239,24949999999;0,26;DOWN;87990,1;Close Breakout;87990,1;0;WIN;2;262,0;98,64;Si;Si;30;25;2;53.0
453;2025-12-25 17:40;2025-12-25 18:35;87760,94755;87970,39154999999;0,24;DOWN;87669,5;Close Breakout;87669,5;0;WIN;2;264,0;91,33;Si;Si;12;25;2;62.0
454;2025-12-26 02:45;2025-12-26 09:55;88745,2009;89387,7;0,72;DOWN;88614;Close Breakout;88614;0;WIN;2;266,0;46,72;Si;Si;87;37;3;57.0
455;2025-12-26 08:35;2025-12-26 09:35;88440,20080000002;88820,4;0,43;UP;88919,2;Close Breakout;88919,2;0;LOSS;-1;265,0;26,75;Si;Si;13;33;2,7;61.0
456;2025-12-27 16:50;2025-12-27 17:10;87322,3;87618,6;0,34;UP;87622;Close Breakout;87622;0;WIN;2;267,0;77,17;Si;Si;5;133;11;53.0
457;2025-12-28 04:05;2025-12-28 13:00;87583,9;87814;0,26;UP;87815,7;Close Breakout;87815,7;0;LOSS;-1;266,0;54,85;Si;Si;108;76;6,2;45.0
458;2025-12-28 12:55;2025-12-28 17:50;87749,6;87983,63625;0,27;DOWN;87714,9;Close Breakout;87714,9;0;LOSS;-1;265,0;149,53;Si;Si;60;53;4,3;61.0
459;2025-12-29 04:25;2025-12-29 04:40;89380;89750;0,41;DOWN;89276,6;Close Breakout;89276,6;0;WIN;2;267,0;57,47;Si;Si;4;28;2,2;61.0
460;2025-12-30 03:00;2025-12-30 09:20;87263,11945;87548,62605;0,33;UP;87664,8;Close Breakout;87664,8;0;WIN;2;269,0;30,05;Si;Si;77;22;1,8;61.0
461;2026-01-02 04:45;2026-01-02 09:15;87731,96599999999;89250;1,72;UP;89462,5;Close Breakout;89462,5;0;LOSS;-1;268,0;12,35;Si;Si;55;837;69,7;44.0
462;2026-01-02 09:05;2026-01-02 09:45;89290;89710,7;0,47;DOWN;89258,9;Close Breakout;89258,9;0;LOSS;-1;267,0;65,01;Si;Si;9;36;2,9;55.0
463;2026-01-03 02:10;2026-01-03 09:20;89735,8639;90305,8334;0,63;DOWN;89719,1;Close Breakout;89719,1;0;LOSS;-1;266,0;79,38;Si;Si;87;37;3;57.0
464;2026-01-03 07:45;2026-01-03 16:30;89574,87839999999;89804,58780000002;0,26;UP;89927;Close Breakout;89927;0;WIN;2;268,0;25,59;Si;Si;106;25;2;69.0
465;2026-01-03 15:35;2026-01-03 16:30;89958,5068;90188,48955;0,26;UP;90216;Close Breakout;90216;0;WIN;2;270,0;33,99;Si;Si;12;49;4;67.0
466;2026-01-03 19:00;2026-01-04 19:00;90464,0513;90650,9887;0,21;UP;90900,1;Close Breakout;90900,1;0;WIN;2;272,0;15,06;Si;Si;289;23;1,8;62.0
467;2026-01-04 19:00;2026-01-04 20:35;91110,8169;91632,1;0,57;UP;91782;Close Breakout;91782;0;WIN;2;274,0;9,33;Si;Si;20;235;19,5;58.0
468;2026-01-05 09:40;2026-01-05 15:25;92295,1;93166,6938;0,94;UP;93239,5;Close Breakout;93239,5;0;WIN;2;276,0;6,28;Si;Si;70;96;7,9;54.0
469;2026-01-05 16:10;2026-01-06 11:45;93975;94681;0,75;DOWN;93934,4;Close Breakout;93934,4;0;WIN;2;278,0;41,75;Si;Si;236;28;2,2;51.0
470;2026-01-06 09:10;2026-01-06 10:40;93335,14425000001;93988,85125;0,7;UP;94073,3;Close Breakout;94073,3;0;LOSS;-1;277,0;6,33;Si;Si;19;134;11,1;56.0
471;2026-01-07 04:05;2026-01-07 04:40;92577,7553;92995,90330000002;0,45;DOWN;92492,7;Close Breakout;92492,7;0;WIN;2;279,0;73,65;Si;Si;8;25;2;64.0
472;2026-01-08 01:00;2026-01-08 02:00;90774,5646;91546,26245;0,85;DOWN;90698,8;Close Breakout;90698,8;0;WIN;2;281,0;68,61;Si;Si;13;65;5,3;55.0
473;2026-01-08 10:05;2026-01-08 12:50;89262;90143,4;0,98;UP;90282;Close Breakout;90282;0;WIN;2;283,0;14,34;Si;Si;34;37;3;56.0
474;2026-01-09 03:30;2026-01-09 10:25;90647,7;91356,963;0,78;DOWN;90541,3;Close Breakout;90541,3;0;LOSS;-1;282,0;53,06;Si;Si;84;174;14,4;56.0
475;2026-01-11 07:15;2026-01-11 09:50;90100;90786,8483;0,76;UP;90794,5;Close Breakout;90794,5;0;WIN;2;284,0;50,13;Si;Si;32;596;49,6;56.0
476;2026-01-12 01:25;2026-01-12 03:30;91951,6678;92273,02795000002;0,35;DOWN;91908,3;Close Breakout;91908,3;0;WIN;2;286,0;101,68;Si;Si;26;27;2,2;56.0
477;2026-01-12 10:15;2026-01-13 10:55;90153,9;91085;1,03;UP;91180;Close Breakout;91180;0;WIN;2;288,0;6,1;Si;Si;297;48;3,9;54.0
478;2026-01-13 00:10;2026-01-13 04:20;91153,91345;91569,94684999998;0,46;UP;91703,5;Close Breakout;91703,5;0;WIN;2;290,0;15,51;Si;Si;51;24;1,9;60.0
479;2026-01-13 09:35;2026-01-13 17:05;91804,528;92431,7;0,68;UP;92693,9;Close Breakout;92693,9;0;WIN;2;292,0;5,4;Si;Si;91;90;7,4;58.0
480;2026-01-13 17:05;2026-01-13 17:05;94033,53855;94517,6093;0,51;UP;94695,9;Close Breakout;94695,9;0;LOSS;-1;291,0;5,18;Si;Si;1;27;2,2;62.0
481;2026-01-14 09:05;2026-01-14 09:40;94840,6437;95224,00885000001;0,4;UP;95258,8;Close Breakout;95258,8;0;WIN;2;293,0;7,35;Si;Si;8;24;1,9;48.0
482;2026-01-14 19:25;2026-01-15 10:45;96717,96389999999;97273,19294999998;0,57;DOWN;96681,2;Close Breakout;96681,2;0;WIN;2;295,0;56,75;Si;Si;185;24;1,9;49.0
483;2026-01-15 09:40;2026-01-18 19:00;96062,1454;97113,1;1,09;DOWN;95769,4;Close Breakout;95769,4;0;WIN;2;297,0;26,7;Si;Si;977;158;13,1;52.0
484;2026-01-16 05:15;2026-01-16 10:30;95470,75715;95821,08445;0,37;DOWN;95414,2;Close Breakout;95414,2;0;WIN;2;299,0;87,76;Si;Si;64;30;2,4;66.0
